Date,Open,High,Low,Close,Adj Close,Volume
2020-10-29,1070.000000,1082.000000,1060.099976,1074.849976,1074.849976,6935616
2020-10-30,1072.000000,1083.599976,1052.349976,1060.599976,1060.599976,8800386
2020-11-02,1065.000000,1079.949951,1051.099976,1072.300049,1072.300049,7183119
2020-11-03,1072.000000,1079.400024,1057.500000,1062.550049,1062.550049,7204782
2020-11-04,1068.000000,1116.000000,1066.800049,1093.949951,1093.949951,15702690
2020-11-05,1109.900024,1123.000000,1099.000000,1104.000000,1104.000000,9568890
2020-11-06,1108.000000,1121.099976,1091.699951,1112.750000,1112.750000,8807127
2020-11-09,1129.300049,1146.000000,1121.150024,1136.550049,1136.550049,10160320
2020-11-10,1113.849976,1113.849976,1078.000000,1091.050049,1091.050049,15622869
2020-11-11,1096.000000,1126.349976,1087.000000,1122.500000,1122.500000,12514800
2020-11-12,1128.099976,1142.000000,1113.750000,1117.750000,1117.750000,9180976
2020-11-13,1120.000000,1133.000000,1117.000000,1124.199951,1124.199951,6363212
2020-11-14,null,null,null,null,null,null
2020-11-17,1144.750000,1145.000000,1112.650024,1123.699951,1123.699951,12813968
2020-11-18,1128.500000,1132.699951,1101.449951,1110.550049,1110.550049,9839468
2020-11-19,1100.000000,1114.699951,1093.800049,1096.750000,1096.750000,10092343
2020-11-20,1106.000000,1109.000000,1091.099976,1103.349976,1103.349976,8063554
2020-11-23,1105.000000,1144.800049,1101.949951,1139.849976,1139.849976,10546363
2020-11-24,1145.000000,1154.900024,1133.349976,1140.050049,1140.050049,8515426
2020-11-25,1137.000000,1143.500000,1111.250000,1115.650024,1115.650024,8958701
2020-11-26,1119.949951,1119.949951,1098.300049,1113.199951,1113.199951,10962256
2020-11-27,1118.000000,1121.000000,1091.000000,1100.000000,1100.000000,25306145
2020-12-01,1105.050049,1140.250000,1105.050049,1137.849976,1137.849976,8933802
2020-12-02,1134.000000,1147.449951,1121.000000,1140.900024,1140.900024,6741637
2020-12-03,1147.000000,1147.000000,1122.699951,1126.449951,1126.449951,16212632
2020-12-04,1125.000000,1137.000000,1115.000000,1134.650024,1134.650024,10564055
2020-12-07,1147.300049,1153.000000,1136.000000,1143.500000,1143.500000,7792141
2020-12-08,1145.000000,1167.000000,1145.000000,1153.349976,1153.349976,12308330
2020-12-09,1168.050049,1179.500000,1157.000000,1175.199951,1175.199951,10039346
2020-12-10,1157.400024,1171.650024,1150.000000,1167.750000,1167.750000,9488782
2020-12-11,1159.699951,1171.949951,1155.250000,1163.199951,1163.199951,10574009
2020-12-14,1169.400024,1172.599976,1148.199951,1164.550049,1164.550049,6728187
2020-12-15,1156.000000,1163.699951,1152.000000,1154.599976,1154.599976,6905926
2020-12-16,1160.000000,1168.900024,1153.599976,1165.699951,1165.699951,7788404
2020-12-17,1165.900024,1168.900024,1156.199951,1159.199951,1159.199951,6658153
2020-12-18,1182.849976,1195.000000,1175.599976,1189.800049,1189.800049,15995676
2020-12-21,1188.000000,1209.750000,1152.050049,1177.300049,1177.300049,10858352
2020-12-22,1182.000000,1223.849976,1176.099976,1220.500000,1220.500000,10901851
2020-12-23,1238.000000,1258.849976,1230.550049,1253.050049,1253.050049,15878346
2020-12-24,1249.900024,1249.900024,1226.000000,1236.050049,1236.050049,7313885
2020-12-28,1238.449951,1248.000000,1236.000000,1240.300049,1240.300049,4607051
2020-12-29,1235.000000,1254.449951,1235.000000,1250.300049,1250.300049,6878105
2020-12-30,1253.000000,1253.300049,1238.150024,1246.800049,1246.800049,5194690
2020-12-31,1243.000000,1258.400024,1239.000000,1255.800049,1255.800049,7430470
2021-01-01,1257.900024,1265.500000,1255.800049,1260.449951,1260.449951,4253550
2021-01-04,1269.000000,1290.000000,1261.150024,1288.250000,1288.250000,7208454
2021-01-05,1282.000000,1299.000000,1275.050049,1293.800049,1293.800049,8145280
2021-01-06,1300.000000,1302.000000,1268.050049,1282.099976,1282.099976,7161715
2021-01-07,1296.000000,1297.650024,1255.500000,1262.150024,1262.150024,10954918
2021-01-08,1278.250000,1316.800049,1278.250000,1312.099976,1312.099976,13186251
2021-01-11,1342.099976,1383.349976,1340.000000,1376.199951,1376.199951,20528626
2021-01-12,1378.000000,1378.000000,1360.000000,1371.750000,1371.750000,8309868
2021-01-13,1373.849976,1392.800049,1360.000000,1387.150024,1387.150024,14442997
2021-01-14,1360.000000,1384.000000,1318.449951,1370.500000,1370.500000,27521697
2021-01-15,1360.000000,1364.449951,1340.000000,1344.949951,1344.949951,15018441
2021-01-18,1338.000000,1340.000000,1306.000000,1312.050049,1312.050049,8861765
2021-01-19,1320.000000,1331.000000,1312.000000,1316.650024,1316.650024,5585744
2021-01-20,1320.550049,1348.400024,1320.550049,1339.449951,1339.449951,8225838
2021-01-21,1350.000000,1361.050049,1335.000000,1339.699951,1339.699951,6142421
2021-01-22,1327.000000,1356.000000,1326.550049,1340.849976,1340.849976,9646591
2021-01-25,1345.000000,1347.900024,1313.000000,1325.099976,1325.099976,6542611
2021-01-27,1319.599976,1327.550049,1285.099976,1301.000000,1301.000000,8133665
2021-01-28,1291.800049,1296.449951,1272.550049,1276.199951,1276.199951,4660690
2021-01-29,1286.250000,1291.150024,1231.000000,1239.050049,1239.050049,12183519
2021-02-01,1250.550049,1277.949951,1241.000000,1260.900024,1260.900024,8880279
2021-02-02,1280.000000,1294.400024,1263.599976,1271.250000,1271.250000,6892490
2021-02-03,1277.650024,1304.000000,1273.000000,1284.650024,1284.650024,8182968
2021-02-04,1285.000000,1293.400024,1272.050049,1279.349976,1279.349976,5032240
2021-02-05,1286.400024,1288.750000,1262.000000,1272.099976,1272.099976,5477481
2021-02-08,1285.500000,1310.000000,1275.500000,1303.550049,1303.550049,6921922
2021-02-09,1306.900024,1332.000000,1297.849976,1305.550049,1305.550049,7965949
2021-02-10,1295.800049,1304.349976,1283.599976,1296.500000,1296.500000,5951207
2021-02-11,1289.000000,1296.000000,1283.050049,1292.650024,1292.650024,4673317
2021-02-12,1305.000000,1323.750000,1301.550049,1309.800049,1309.800049,5797875
2021-02-15,1320.000000,1328.400024,1307.099976,1309.650024,1309.650024,4363513
2021-02-16,1314.000000,1319.750000,1286.000000,1290.400024,1290.400024,6896421
2021-02-17,1290.400024,1294.500000,1275.000000,1281.300049,1281.300049,4575741
2021-02-18,1276.000000,1306.000000,1275.000000,1292.449951,1292.449951,6437551
2021-02-19,1296.099976,1299.500000,1276.800049,1291.300049,1291.300049,5389696
2021-02-22,1295.000000,1308.550049,1260.000000,1265.199951,1265.199951,7371303
2021-02-23,1271.150024,1291.000000,1257.550049,1266.349976,1266.349976,6612942
2021-02-24,1260.050049,1276.599976,1252.000000,1274.300049,1274.300049,4537258
2021-02-25,1288.449951,1299.750000,1272.000000,1274.550049,1274.550049,8788221
2021-02-26,1269.000000,1274.300049,1244.750000,1253.300049,1253.300049,15132388
2021-03-01,1263.300049,1284.500000,1259.000000,1267.000000,1267.000000,5756286
2021-03-02,1282.250000,1310.000000,1279.199951,1304.500000,1304.500000,10461434
2021-03-03,1319.199951,1347.000000,1308.000000,1343.550049,1343.550049,9056399
2021-03-04,1335.000000,1363.849976,1325.900024,1330.349976,1330.349976,12041941
2021-03-05,1328.500000,1340.000000,1305.050049,1316.699951,1316.699951,6486176
2021-03-08,1324.800049,1346.099976,1317.199951,1335.750000,1335.750000,5119392
2021-03-09,1329.500000,1350.449951,1318.750000,1345.550049,1345.550049,6518173
2021-03-10,1356.900024,1374.000000,1355.000000,1368.150024,1368.150024,7925984
2021-03-12,1373.000000,1391.699951,1370.050049,1374.849976,1374.849976,9462061
2021-03-15,1370.000000,1379.900024,1358.500000,1373.599976,1373.599976,6658635
2021-03-16,1386.050049,1406.000000,1380.500000,1384.000000,1384.000000,9352771
2021-03-17,1392.250000,1400.000000,1382.000000,1387.000000,1387.000000,7626744
2021-03-18,1393.750000,1393.750000,1313.500000,1337.099976,1337.099976,10961755
2021-03-19,1330.000000,1355.199951,1318.000000,1344.449951,1344.449951,12767112
2021-03-22,1350.099976,1376.000000,1336.099976,1370.800049,1370.800049,4862758
2021-03-23,1372.449951,1383.250000,1359.599976,1371.550049,1371.550049,7165335
2021-03-24,1357.849976,1370.449951,1346.250000,1353.750000,1353.750000,6134303
2021-03-25,1346.750000,1352.500000,1327.599976,1333.800049,1333.800049,8749994
2021-03-26,1344.699951,1356.699951,1332.000000,1336.199951,1336.199951,4922071
2021-03-30,1346.900024,1400.000000,1336.150024,1385.300049,1385.300049,10546381
2021-03-31,1382.000000,1388.000000,1363.300049,1368.050049,1368.050049,8220987
2021-04-01,1380.000000,1391.599976,1371.000000,1385.199951,1385.199951,5675155
2021-04-05,1391.000000,1425.000000,1387.000000,1409.900024,1409.900024,9479572
2021-04-06,1423.000000,1426.000000,1406.449951,1411.050049,1411.050049,5793571
2021-04-07,1410.250000,1434.949951,1406.599976,1430.199951,1430.199951,5879234
2021-04-08,1430.000000,1451.699951,1421.000000,1439.849976,1439.849976,5654434
2021-04-09,1455.000000,1455.000000,1430.050049,1441.050049,1441.050049,6052712
2021-04-12,1474.000000,1477.550049,1452.250000,1459.550049,1459.550049,3520200
